model_num,epochs,train,valid,test,conv_criterion
0,134,0.5826399647902414,1.4325515481289772,1.4756441300293495,converged
1,104,1.411652676230113,2.0102296599790153,1.9955780420107652,converged
2,84,0.8398408154799758,1.4104770615823552,1.541090100270266,converged
3,128,0.8839025706567356,1.605083399470044,1.7833468813783828,converged
4,97,1.1138578798483276,1.5230819812619887,1.5776509039969981,converged
5,127,1.003499485402498,1.7517823266599497,2.01256993369771,converged
6,125,0.9258279649271077,1.554315034565749,1.612539374944794,converged
7,133,0.6011633485274153,1.5295303943977785,1.671789952159571,converged
8,93,0.8926962236768212,1.695171264808602,1.8022311130227693,converged
9,122,1.014054427141049,1.564184289826164,1.5544598227979156,converged
10,108,1.1640940684127796,1.5083516932665602,1.5867227568351705,converged
11,108,0.871172473474776,1.650936234251311,1.7089633843086645,converged
12,117,0.8456102994123191,1.433827417125738,1.7451807988728971,converged
13,82,1.2675552652600686,1.9471090997350764,1.8920104484260958,converged
14,104,1.088111471433169,1.472509275187898,1.7223265416224458,converged
15,87,1.4030527053218642,1.7734674827657995,1.6702518786104472,converged
16,157,0.8334696326852638,1.485922896933997,1.4794374469460336,converged
17,111,0.9040076584101941,1.5636520142132355,1.5691254807631685,converged
18,101,0.962957201873719,1.7765649888487502,1.6681058875706951,converged
19,132,0.8168997507182946,1.9235251804810949,2.139680788705326,converged
