model_num,epochs,train,valid,test,conv_criterion
0,77,0.561545740039239,1.1693634510234436,1.247996976177387,converged
1,100,0.5681309039875321,1.0999152394246876,1.278493434276897,converged
2,72,0.8142520735602882,1.111911688956639,1.348241928623321,converged
3,107,0.57884984357896,1.1255388530644588,1.2402485676964037,converged
4,73,0.7818262912411147,1.0284244498641948,1.5526509988528638,converged
5,48,0.9512705948739042,1.2884336279709327,1.5007608259449825,converged
6,70,0.8809743853907172,1.1579247528589867,1.239519926600775,converged
7,90,0.8490030741196409,1.059286298077699,1.1559399086049789,converged
8,68,0.9544020744493849,1.1362672129364433,1.1264263599609925,converged
9,87,0.605381283543746,1.125777068113527,1.2051083029847132,converged
10,51,1.090730236981505,1.0143000102904216,1.1869629930419994,converged
11,110,0.9656205113567048,1.0721217251218889,1.1977801337223442,converged
12,69,0.8506308543040936,1.1729171725780319,1.376064494744824,converged
13,77,0.7463965741016968,1.1150237609765468,1.3292605416811998,converged
14,44,1.0381839963928714,1.149149260091043,1.213320145210862,converged
15,113,0.8488263040505627,1.0921309387654186,1.4435701181966973,converged
16,61,1.0285579624206795,1.2233925354120483,1.4912821508316672,converged
17,64,0.892238817074648,1.173103570012484,1.0194418789690465,converged
18,88,0.8055135829421817,1.116208274954446,1.2564742686178463,converged
19,77,0.9454980116845132,1.1789751914636564,1.3622157041111593,converged
