epoch,loss,train,valid,test,final_model,rel_val_overfitting
1,11.163056182861329,3.2558602713321427,3.311498804358121,10.901933816762496,,0.016801616522631572
2,8.965515899658204,2.936611148989249,2.9627075673512357,10.321376424464479,,0.008808300437602027
3,7.232653045654297,2.6615451313812013,2.6310430640932365,9.451531582860081,,-0.011593146347255638
4,6.34619140625,2.7047236353813915,2.614043895251186,8.5855317368282,,-0.034689448136253194
5,6.6563865661621096,2.6636348051684213,2.5864060841830514,8.789822656037392,,-0.029859472361148415
6,6.448405456542969,2.635576493220018,2.591568292126295,9.247003202315456,,-0.01698130094716355
7,6.339688110351562,2.635113828008458,2.599120228331526,9.339909892335024,,-0.013848378110633887
8,6.3033500671386715,2.61978518394374,2.5754682416146157,9.216032599373444,,-0.017207334034661237
9,6.191963958740234,2.578188580166344,2.5324660534418504,9.161986741267159,,-0.018054546738090465
10,5.960137939453125,2.5105266112839293,2.467639598348358,9.100769968488105,,-0.017379771731770043
11,5.687599563598633,2.454219514089162,2.401554201062777,8.891601063531962,,-0.02192967912324387
12,5.462713241577148,2.3657320814824714,2.3375795928699077,8.549813135571405,,-0.01204343531165078
13,4.962165832519531,2.446761500283736,2.448369807083321,8.954056102924518,,0.0006568888388232642
14,5.340198516845703,2.401749972447023,2.3373272552707722,8.629464700500018,,-0.027562557631146792
15,5.175162506103516,2.3732584420389977,2.33533306892053,8.19709929424626,,-0.01623981333677515
16,5.056484222412109,2.2828718238143946,2.3000705102275103,8.196409742802015,,0.007477460511162559
17,4.843766784667968,2.2607441304975304,2.300165081424337,8.448800890991231,,0.01713831378676338
18,4.607203674316406,2.216694095728535,2.267833657934053,8.39831059795283,,0.022549961734012365
19,4.570137786865234,2.4112007114355287,2.437071168686861,8.62304356520514,,0.01061538849736246
20,4.916115570068359,2.4632590981862026,2.3850141945833614,7.954724601625203,,-0.03280689221076515
21,5.137358093261719,2.2795311406227254,2.3169853873215294,8.679138278706148,,0.01616507678630706
22,4.488836288452148,2.1802771259580376,2.1697713310199434,8.178447670521043,,-0.004841890381672511
23,4.263419723510742,2.1122323508730902,2.157782315388039,7.952508789477184,,0.021109619904710955
24,4.0305229187011715,2.0777224231339866,2.09854003797882,8.085747479607807,,0.009920046540967384
25,3.816797637939453,1.9939294270117467,2.0903606507372423,8.121494011037914,,0.04613138105689352
26,3.6490013122558596,1.9985042554427195,2.056811710550883,7.953746074608757,,0.02834846515559123
27,3.4649524688720703,1.9756012298191914,2.05101776503588,7.827913300086651,,0.03677029838664959
28,3.6933971405029298,2.0275813572189096,2.207116428938311,7.900542242508862,,0.08134372494602074
29,3.586259460449219,1.9664218232839128,2.0716734342498806,8.175023582868553,,0.0508051168808262
30,3.466823196411133,1.9430097460409599,2.15474588654315,8.008024458973162,,0.09826501668921975
31,3.3824440002441407,1.8788794745747837,2.0231295151970334,8.238451352781993,,0.07130044791432999
32,3.196925735473633,1.9140771665240037,2.018999000541419,7.669408203998516,,0.05196725406465239
33,3.3070693969726563,1.817665179063995,1.9926103827442565,7.756191578375484,,0.08779699493451598
34,2.9372766494750975,1.7480369466451426,1.8735446545381407,7.875140870462954,,0.06698944035787487
35,2.8260881423950197,1.7543225697712186,1.9382359439485721,7.807528964623838,,0.09488698976590301
36,2.8202383041381838,1.7059528062724505,1.9346411434055784,7.7240052695279635,,0.11820710931980093
37,2.6489355087280275,1.7433362825116205,2.0250184953536223,7.801910248483023,,0.13910105684877339
38,2.571836471557617,1.671270230115605,1.9039577726318428,7.466102908598611,,0.12221255421783518
39,2.424030303955078,1.5582867479717062,1.7906392040035886,7.614929004647637,,0.1297595046016968
40,2.2474386215209963,1.649467590365248,1.7623545623854984,7.54120536363583,,0.06405463147407076
41,2.428266716003418,1.4969515548271315,1.7405234476208622,7.46741566712759,,0.13994174748215624
42,2.192751884460449,1.615905171607144,1.8716508472311622,7.30584234579727,,0.13664176521083357
43,2.2538387298583986,1.7745855446781469,1.978998152094833,7.24057149110545,,0.10329095416299848
44,2.5092002868652346,1.8597510215830837,1.8626056697908842,7.414746129073029,,0.0015326100709877855
45,2.5715396881103514,1.5502249678618487,1.8803285520096602,7.291234868482744,,0.17555633232022294
46,2.2321081161499023,1.5643915970432434,1.80895685717372,7.661225099678302,,0.1351968451655507
47,2.177241325378418,1.4726086459018957,1.7040789334192288,7.609610993489885,,0.13583307849061238
48,2.0213977813720705,1.5066183708835765,1.9039001134590197,7.337901837498602,,0.20866732438691793
49,1.9537130355834962,1.4444612076395975,1.6081605818447966,7.500974355882449,,0.10179292792851062
50,1.8388589859008788,1.4011323115709555,1.7922028220904898,7.536165223606568,,0.21820661461930718
51,1.8355598449707031,1.4443375728593328,1.6632589615227689,7.709322101539633,,0.13162195047667516
52,1.7516792297363282,1.32696007393766,1.645360841923366,7.290150057663097,,0.19351424919867877
53,1.5257513046264648,1.2925929807878005,1.5003684475599037,7.579633689793295,,0.13848296204176713
54,1.542402744293213,1.2328219479377578,1.5943858108203641,7.391099003011006,,0.22677313133925206
55,1.4064961433410645,1.273368555828685,1.6694936624285182,7.029954611484869,,0.23727260277443188
56,1.332593059539795,1.2590151676899834,1.483192933801444,7.497568244325417,,0.15114538439506306
57,1.4212300300598144,1.1860213813277225,1.4990635904843879,7.54158409870075,,0.20882517002198217
58,1.376230525970459,1.3748119406742063,1.7508879734808453,7.000824165407999,,0.2147916020343567
59,1.5019070625305175,1.1449265202779397,1.4841835640262766,7.41346334263402,,0.22858159325521982
60,1.2348833084106445,1.1594108484225514,1.4572058040676394,7.348978215927887,,0.20436025907515892
61,1.187491226196289,1.1321253510723333,1.5744555146623325,7.122828674426138,,0.28094167124490915
62,1.17361478805542,1.2007466923612997,1.4291690397788681,7.4631537719780665,,0.15982878236217013
63,1.1835134506225586,1.1658488488288066,1.4049415929093103,7.4835042117860535,,0.17017984611402795
64,1.2606249809265138,1.1587222068637812,1.5942549291062793,6.8722895738885565,,0.2731888823368121
65,1.3267195701599122,1.1611661684093169,1.4405032043031145,7.0795500464473475,,0.19391628915461878
