model_num,epochs,train,valid,test,conv_criterion
0,42,0.6220779136247967,0.896815051830621,1.3257554948898784,converged
1,40,0.7202439849687564,0.793901081608725,1.212498281570452,converged
2,37,0.804739850211731,0.8426089504972355,1.1983357673570652,converged
3,37,0.7288377736117438,0.8109529299762674,1.1276953141369228,converged
4,74,0.40375926128912576,0.7634315368794875,1.0408052023287777,converged
5,50,0.5399910245112213,0.7858670781044507,1.0129509314823655,converged
6,52,0.563633901199649,0.8431510061692367,1.2634671527129857,converged
7,54,0.5764327669795258,0.8842399806572275,1.1607760325858907,converged
8,54,0.5029178788301207,0.8196791762809382,1.1429998972441817,converged
9,55,0.5722143196161749,0.6859059865218193,1.2045399677844582,converged
10,34,0.8171939356680603,0.9839172735548365,1.2073072022178555,converged
11,46,0.6352871125540053,0.7637792818308127,1.1323455086901277,converged
12,57,0.5298054714107645,0.8024912642874621,1.262597509416868,converged
13,45,0.7539891569362156,0.7729343063274067,1.2301535310064207,converged
14,47,0.715087326719385,0.7614221080452279,1.2132381713641798,converged
15,56,0.4266910735059553,0.7042260934371719,1.0338406368546418,converged
16,74,0.37930871513014874,0.759808380342317,1.3233328012197645,converged
17,66,0.4091459436756501,0.7628163601800756,1.1749979932178498,converged
18,73,0.4172730341390451,0.7715757877303298,1.1486308123720674,converged
19,46,0.5543212885656758,0.7331568367878877,1.0584730256987203,converged
