model_num,epochs,train,valid,test,conv_criterion
0,45,0.7312066846629909,0.6209909979240017,2.353815028885735,converged
1,44,0.6883969269260257,0.6307411802275491,2.316842968607745,converged
2,61,0.6148821150296773,0.5581949648545598,2.3082143864001528,converged
3,72,0.5897166959456044,0.5554518544633733,2.2579823129874947,converged
4,50,0.673839177087823,0.5972040535444706,2.2604228291468305,converged
5,45,0.6127401798236446,0.605427657197501,2.3120190040490916,converged
6,80,0.5316941601184255,0.5521672735899739,2.282612191248643,converged
7,53,0.6424472703823834,0.593081497552253,2.2747710863811403,converged
8,50,0.6873443708510192,0.5608348668149981,2.299521850867471,converged
9,81,0.507303129788078,0.49204662778914654,2.254056926385626,converged
10,45,0.6477158294314889,0.572789257874445,2.352668243973363,converged
11,40,0.738549189875588,0.6194208632104944,2.223450198832473,converged
12,87,0.5822258662528667,0.5831941292971311,2.2257593958673496,converged
13,57,0.5852366651162214,0.5902068248454124,2.241565880749511,converged
14,69,0.6017255551145468,0.5763574857209247,2.2458844629129713,converged
15,45,0.6263100655639121,0.5938851201883766,2.308563086496861,converged
16,58,0.5925877090209436,0.5417262576112691,2.2306579992095714,converged
17,68,0.5769909644744341,0.5486766022355296,2.258418499167789,converged
18,57,0.6604613671548213,0.6037704139780555,2.240457436444359,converged
19,62,0.6503584958110865,0.5906045573182875,2.2906420178778926,converged
