model_num,epochs,train,valid,test,conv_criterion
0,92,0.8670238688542147,1.3395871601060945,0.9490041544780088,converged
1,117,0.8504008035361831,1.3130044066780227,1.0490189283132778,converged
2,79,0.9808577410016862,1.4985860539071614,0.887027952767294,converged
3,78,0.9751651035232326,1.4334442670567558,0.9561869504951125,converged
4,81,1.0571536757875057,1.5374409360513643,1.3688390615817931,converged
5,95,1.0590470558519625,1.6675591732749997,1.0679834076257098,converged
6,134,0.7823551147594701,1.2520977155041968,1.0965409933247534,converged
7,115,0.816846918522234,1.5424430873993276,0.8290971730988128,converged
8,123,0.6904218980977628,1.2194213317314038,1.3270001589603477,converged
9,119,0.9592870288537554,1.3778436179291553,1.1907773481573858,converged
10,88,0.9510524708159955,1.4303272951345634,1.2296983114805244,converged
11,99,0.9152322591397541,1.5460570394054618,1.0975385739409214,converged
12,117,0.6645204689981915,1.1617716434874084,0.874335972637556,converged
13,115,0.7528230252195794,1.141617488706028,1.0875580684432966,converged
14,111,0.8041403540817743,1.2047564767709373,1.0596443920990566,converged
15,119,0.7441647475593769,1.1735986064626482,0.9098500658477232,converged
16,140,0.6513820346809296,1.17900186834907,1.2715815152811965,converged
17,121,0.701015615975245,1.1688447077551605,1.0444555691499382,converged
18,64,1.0960545348711723,1.5812970996422362,0.9625750164882568,converged
19,114,0.8104123221251283,1.320639606671576,1.1242796333006886,converged
