model_num,epochs,train,valid,test,conv_criterion
0,54,0.7423189218343859,1.3059394406797185,1.3930010562152586,converged
1,46,0.7288886277004486,1.3818358635069001,1.1174342563231243,converged
2,28,0.9345790611470067,1.2876028446542027,1.2006892491347056,converged
3,32,1.0925581326655955,1.3456870799860663,1.4361260198250139,converged
4,27,0.9310448713792543,1.244838232315077,1.217164244700222,converged
5,32,0.8705004911119509,1.1933370380980437,1.1045576804186623,converged
6,20,1.2853747992895752,1.2981064819502224,1.5217561217550388,converged
7,32,0.9929133943503317,1.3781655203130112,1.2385577785036919,converged
8,38,0.9850744562335679,1.208267594300875,1.1765891161050104,converged
9,22,1.128748706650223,1.4621989675868723,1.2479566090628855,converged
10,22,1.1088563983203523,1.3350986397535582,1.3044546582969467,converged
11,38,0.893963206958424,1.2952067846231554,1.2211297426777714,converged
12,68,0.6845274238147822,1.0385059376637773,1.1447925462546273,converged
13,63,0.9846580023679512,1.2710542679884533,1.2508177368821498,converged
14,43,0.8480251154140204,1.271923629675561,1.2087631502000018,converged
15,36,0.9547893773438383,1.2453407758402038,1.1882851896992113,converged
16,31,0.9420297694095839,1.320184178986828,1.2508117010897983,converged
17,69,0.7033348706633014,1.2084413760962653,1.1227332596144155,converged
18,61,0.7665499048656932,1.2377700328089833,1.1621980947579937,converged
19,25,1.0954706187358811,1.3422728782963103,1.2710760636468625,converged
