model_num,epochs,train,valid,test,conv_criterion
0,92,0.4287507896389548,0.9737067118581882,0.9801706292552097,converged
1,116,0.29198697876266316,1.0999642397948632,1.395900400406911,converged
2,46,0.7460665753648622,1.1595296556405073,0.9700501303641073,converged
3,85,0.30399003115388984,0.9927001608524225,0.9671576841790706,converged
4,81,0.2534569603246963,0.9972012507998658,1.153336282615832,converged
5,73,0.3999872073363024,1.104545063763345,1.100814404512726,converged
6,51,0.7058638330528624,1.1198499811935687,1.0680696304015158,converged
7,103,0.30663363841588487,0.9744369273287122,0.8943901287259138,converged
8,77,0.5496597008075358,0.9920654405187647,0.9288745869510779,converged
9,72,0.43353601297525624,1.060450031641011,1.052523469566344,converged
10,63,0.5739062650482647,1.0008457669958783,0.9804483070501548,converged
11,53,0.7500729294297919,1.1602786592217282,1.0878101310204953,converged
12,64,0.5146710540432377,1.0897358898883334,0.9949469751690446,converged
13,61,0.4629543631218967,0.9974644477179953,0.9512352993661997,converged
14,82,0.27839105212853565,1.0210002836054743,1.266304377482436,converged
15,58,0.3825282442645041,1.0473349572934372,0.9735200783912402,converged
16,54,0.6568791967611953,1.0738835743954638,0.9562329160287873,converged
17,91,0.5458995275310904,1.0482175104042861,1.147109114796887,converged
18,43,0.8826426740366333,1.1062273001560423,0.9202666389582617,converged
19,38,0.7704520918435858,1.2526675297326242,0.8037970576831044,converged
