model_num,epochs,train,valid,test,conv_criterion
0,105,0.7737607297363249,0.9314277357021353,1.0273960011805612,converged
1,79,0.8576334627536977,0.8550765588981377,0.8425539303258723,converged
2,41,1.0677799479115373,0.9599764497581488,1.0901734131711687,converged
3,67,0.9900754330864,0.9531702600727165,0.9641685218667793,converged
4,52,0.95407887576463,0.9925747116699876,0.9507178840657636,converged
5,79,0.7992205516010433,0.8858485086386473,1.0083701894544383,converged
6,83,0.9465018668426893,0.9211111314474939,1.1315560973932228,converged
7,63,0.930275379006495,0.9207529148841637,1.019612859183666,converged
8,50,1.0504229514151386,0.9875626965220434,1.0087154685536943,converged
9,76,0.8831991687340319,0.8995266442370184,0.998308391538862,converged
10,64,1.0247661319101131,0.9580410546636522,1.0305159517914613,converged
11,85,0.9119429237171477,0.8982900976036754,1.0072545895364686,converged
12,76,0.9483954081482713,0.9132622773657774,1.160272412981087,converged
13,63,0.9507514989704914,0.9336105956577578,0.8903441996273964,converged
14,60,0.8958453916087916,0.9581205108673189,0.9323184194305707,converged
15,96,0.6809074209011925,0.8754713898070052,1.0885362325185062,converged
16,78,0.8847445736150813,0.9453191783108366,1.0074640485556785,converged
17,52,1.012525777296497,0.9561619157591557,1.0908047221097,converged
18,48,1.0142489454236565,1.0013395396677096,0.968987635393935,converged
19,33,1.1167880571107898,1.0284653612310304,1.1218718054734151,converged
