model_num,epochs,train,valid,test,conv_criterion
0,253,0.7917050578198477,0.8070119116681945,1.264827579822694,converged
1,356,0.779679179597675,0.8442861876492924,1.1677419098706565,converged
2,239,0.8101025024034667,0.8945543845095669,1.1879071968282358,converged
3,327,0.8063854083889662,0.7981156495040967,1.405013109163507,converged
4,269,0.790359096015025,0.8746811762239405,1.177811839915512,converged
5,390,0.6895574507595219,0.8212039502895004,1.2883454754239496,converged
6,284,0.7444285757279431,0.8371658446011078,1.4804332238299565,converged
7,225,0.7815291862617523,0.8062376494701163,1.354543615689673,converged
8,227,0.8048632106470328,0.8648219855854099,1.175272918632537,converged
9,362,0.7135523232404667,0.8327512031277182,1.388986079345696,converged
10,398,0.6833446223774432,0.8108132123993459,1.4509948031502544,converged
11,276,0.812491165874114,0.8179102371859941,1.3363638493007917,converged
12,282,0.8259054808807703,0.828881539356294,1.4370803272674517,converged
13,175,0.8626549083934167,0.7663353228966889,1.3096879653300841,converged
14,300,0.7665440141755855,0.8364861600151735,1.413403553679901,converged
15,217,0.841974968004183,0.8056410317026249,1.3084254601401688,converged
16,371,0.7164861850881502,0.8002873067149954,1.2937267017375473,converged
17,604,0.6311623047760148,0.7950354064527773,1.4083686836360274,converged
18,388,0.6434132409687864,0.8264627827053899,1.3612904591662764,converged
19,262,0.8263771868407144,0.7589552552906594,1.2946305661495545,converged
