model_num,epochs,train,valid,test,conv_criterion
0,33,0.8288327342972606,0.6690528082729956,2.2540288865891056,converged
1,62,0.63117217209096,0.6138331020131885,2.2483989277790313,converged
2,66,0.5976564793711273,0.557019608484306,2.2002400573741747,converged
3,39,0.719344700719727,0.6083328163091105,2.21880208268476,converged
4,59,0.5762215529318537,0.5859976451936305,2.3233700791918634,converged
5,53,0.7604586890808805,0.5947375892319925,2.187769462247906,converged
6,29,0.8457439524134561,0.664868556683874,2.241907837855078,converged
7,33,0.7924496701641541,0.5948834540047725,2.2168307716905344,converged
8,54,0.7202003624671836,0.5719711133978471,2.262351074876571,converged
9,47,0.7879644427298154,0.6191566006530317,2.291774778375877,converged
10,63,0.7512371335191568,0.6564160620076913,2.1804239085628163,converged
11,39,0.7819035165193525,0.6416263496978276,2.3556735619976434,converged
12,71,0.7267020326152077,0.5763853473080954,2.210371398491527,converged
13,57,0.6299060895758607,0.5422456554452045,2.263760150008027,converged
14,63,0.6737607888400811,0.5599324493768567,2.3166379271073274,converged
15,31,0.761302713077196,0.6297912463521798,2.2364920138435593,converged
16,67,0.6725714068725017,0.5301951260867858,2.1773089360470217,converged
17,44,0.7680627929030862,0.658314324701404,2.4171426615538527,converged
18,60,0.6284056782492752,0.6070935622806658,2.2965129879499355,converged
19,61,0.6684936043388604,0.5759559285544602,2.177038973042564,converged
