model_num,epochs,train,valid,test,conv_criterion
0,51,0.7528190841739641,0.8006136033473268,1.5196320714129914,converged
1,27,1.0393559866887767,0.9627462328009767,1.365071882909657,converged
2,20,1.2923067855219363,1.0052264198724996,1.8252448320271755,converged
3,29,0.9493682190914244,0.8379951761610411,1.6012885297687303,converged
4,68,0.651721370313719,0.8434731909079071,1.5553577281198132,converged
5,37,0.8114020601429874,0.8764125345564925,1.9325362031832458,converged
6,64,0.5659050210056603,0.8318466789775865,1.8951668781365074,converged
7,24,1.0965645206809627,1.0239956614009553,1.5401024134998293,converged
8,41,0.6542796167184194,0.7624971857201619,1.2976781208342405,converged
9,23,1.0214943238542307,0.835773629067751,1.6912360126348998,converged
10,41,0.6449616609479758,0.6758621560920672,1.8523684077384808,converged
11,19,1.1663784041791725,0.947393677930095,1.711405105388991,converged
12,22,1.1194997110343217,0.9383852578947486,1.6083199641638608,converged
13,27,1.0795350535462922,0.9297282181463443,1.7327928666195525,converged
14,31,0.9902966550448082,0.9102900404877986,1.5752379332200042,converged
15,64,0.39469330810855524,0.7476665392737302,1.5953815099845374,converged
16,24,1.1782118912547834,0.9380911262481955,1.8338109182696907,converged
17,13,1.4061699292966667,1.0412502946825675,1.8672081579640238,converged
18,15,1.3360839537560216,0.9613473972548502,1.752072270223062,converged
19,32,1.1023520906896325,0.9916984080723932,1.5534091327016064,converged
