model_num,epochs,train,valid,test,conv_criterion
0,489,0.47172665357809435,0.5943591529944211,2.7260641164998143,converged
1,297,0.6502871937087215,0.7044634434431447,2.41959104824707,converged
2,287,0.5920525369740474,0.6785043601207852,2.505411667270416,converged
3,392,0.5023262266446031,0.6506457817994556,2.509575559601648,converged
4,260,0.5882158567167206,0.7198687024189009,2.374758815897733,converged
5,407,0.5958975806813346,0.6886097894564843,2.488564637623448,converged
6,253,0.6275630609446381,0.6945618269511338,2.4452193759394762,converged
7,237,0.7415888900617291,0.7488638498629503,2.429152424813937,converged
8,158,0.7015582728172777,0.6997698559677968,2.6225657877235955,converged
9,315,0.5683773410978259,0.6779656034824639,2.518650646313528,converged
10,213,0.6160200085395042,0.6536000424087028,2.4551422985704665,converged
11,219,0.6348983170817648,0.6920300274777231,2.4561925028618923,converged
12,320,0.5688155505726188,0.6907514746002746,2.5574824414480726,converged
13,364,0.505599404245745,0.6236266369874921,2.436338905996317,converged
14,289,0.5842819504067484,0.6515104646977802,2.418213082444762,converged
15,245,0.5575682452020403,0.6358143391546633,2.518740859235504,converged
16,279,0.6209881949256967,0.6460295397576872,2.3920546367935644,converged
17,321,0.5380336208017759,0.6058877426389498,2.4223132523664117,converged
18,435,0.543022467440562,0.6230352757188281,2.7258343896164248,converged
19,175,0.7273384117722919,0.7604514664639873,2.504939649056198,converged
