model_num,epochs,train,valid,test,conv_criterion
0,85,1.024959103163806,1.362489847587205,1.2220970341513469,converged
1,66,0.9848898367616262,1.3316869331448482,1.2605857550922879,converged
2,48,1.1038683481526455,1.4767679417626223,1.4096124961372063,converged
3,99,1.193025531170755,1.3248334658046854,1.3954173346811891,converged
4,68,1.0900945855307593,1.3851945053256942,1.315532034915329,converged
5,63,1.1886758096174703,1.3432133205591996,1.3185656057354342,converged
6,61,1.1830776319318388,1.3624988575705415,1.2596550151517862,converged
7,71,1.1631266071764825,1.3631019052801512,1.440239439681601,converged
8,85,1.0855197920038724,1.3480111973080073,1.3124160793213677,converged
9,43,1.1599938114663926,1.4070159557346973,1.251226705337284,converged
10,57,1.2080926650919799,1.455095529312906,1.469290926622454,converged
11,73,1.0461403762449972,1.3820862045624651,1.432668916514875,converged
12,68,1.1877606899606785,1.3812177930917688,1.3952252988536864,converged
13,40,1.3643442129616994,1.4045536961510894,1.8252900501715323,converged
14,43,1.2754373019751986,1.399933883146132,1.413078762346988,converged
15,75,1.1296636180900619,1.3830798083147093,1.2945564532790965,converged
16,76,1.1151395288560706,1.382276516258874,1.3238891557394012,converged
17,43,1.1546020504554906,1.4840168746078812,1.3427358199723756,converged
18,68,1.1644051546273222,1.394751974316857,1.3243222967437853,converged
19,47,1.429915608911421,1.4531960972337494,1.7613650452124434,converged
