model_num,epochs,train,valid,test,conv_criterion
0,33,1.0031823421810193,1.1099334864793275,1.306313663065802,converged
1,53,0.7920520541300913,1.1924066157891005,1.4541212304108893,converged
2,36,0.9175503997047781,1.0568946360534544,1.5380180821779026,converged
3,45,0.985862959145693,1.1601536419177072,1.2796917652967363,converged
4,74,0.6136681365376246,1.1960087296206585,1.0521442354159436,converged
5,47,0.8145959546368974,1.182951213479762,1.1597335768159729,converged
6,35,1.007889704055014,1.0968622214607082,1.3521718574738864,converged
7,40,1.0471789346505154,1.1207273632115815,1.3800272457573997,converged
8,86,0.5148127938655783,1.014660610900517,1.367541271466795,converged
9,45,0.809518922513231,1.0770797226295374,1.1781896261113225,converged
10,34,0.9379570181892293,1.091196020009861,1.4770112841972796,converged
11,73,0.5592899634601124,1.0011503962921648,1.1442714475639486,converged
12,51,0.8824684594683753,1.1954069307848878,1.4363434828593185,converged
13,55,0.8368672850602078,1.1548922916875013,1.4629941920015197,converged
14,60,0.6023991790480578,1.1254174749095214,1.1413805572518219,converged
15,29,0.9523223480907319,1.1489529786608743,1.3276208813865915,converged
16,67,0.6263217481554578,1.186545038937843,1.2908048170575424,converged
17,41,0.9368959053927938,1.2543536621922524,1.4657832882974666,converged
18,40,0.9949434007709755,1.0496554729057057,1.4106629109293347,converged
19,78,0.5062722369902972,1.0655256230786645,1.2609773258390253,converged
