model_num,epochs,train,valid,test,conv_criterion
0,29,0.8261264659721023,1.1434693345197873,1.1525355141712676,converged
1,49,0.6015843478085794,1.1111595452928327,1.1622427789153014,converged
2,63,0.46354203010907563,1.0105307664025005,1.133016690981474,converged
3,49,0.5435591701562621,1.1325955807153694,1.230616478075135,converged
4,51,0.7566058425053879,1.0503232182910882,1.1717958713250964,converged
5,46,0.6173458289321625,1.1502984897417876,1.1295574970849833,converged
6,45,0.7406595162775347,1.0878466103977869,1.3156909122205132,converged
7,67,0.3146106878329129,0.8913494444761557,1.4043073546472138,converged
8,87,0.4966003459936877,0.9553654807097107,1.1482235909109244,converged
9,63,0.31259735232210184,1.0282279977349411,1.3026113537704485,converged
10,55,0.4224213080644251,1.0954820048117582,1.1822938249217865,converged
11,77,0.4829829541834114,1.0030927654099384,1.3322580041313952,converged
12,72,0.378087278392892,1.0958803465267366,1.085562546461976,converged
13,71,0.6071393036194058,0.9962595437379449,1.2676448771385818,converged
14,50,0.4975797696156918,0.97377431393106,1.3165683344323456,converged
15,33,0.6995653416964711,1.1074872688372452,1.2085877977613655,converged
16,72,0.4284286444191717,1.0164676918224167,1.3753001722501061,converged
17,59,0.6347101514921702,1.0020813837869493,1.1267305288672895,converged
18,69,0.35618087730291265,1.0736076038473263,1.131873321979048,converged
19,64,0.4523608713664032,0.9701136120343228,1.058048210438337,converged
