model_num,epochs,train,valid,test,conv_criterion
0,58,0.9921540281950865,1.261358468197619,1.2650918839518719,converged
1,32,1.2923675021812988,1.3581818088939728,1.3945724660236771,converged
2,53,1.1703780180038332,1.324239874227883,1.2845195138171046,converged
3,41,1.334478122032864,1.3420054962917156,1.3985457189362072,converged
4,101,0.7049254837022056,1.2717121916553344,1.2928039928580175,converged
5,80,1.0068101146977255,1.3341387069755204,1.3363497888791893,converged
6,59,1.058978134734639,1.3234993020653685,1.2348982362460028,converged
7,97,0.7586702771549035,1.2890984321739376,1.3054722852937357,converged
8,40,1.3242908548281034,1.3630443187997634,1.3376186711772813,converged
9,65,1.022357704684638,1.286573486060923,1.343364199221688,converged
10,43,1.3479506087661253,1.339426357855312,1.387552698092733,converged
11,33,1.4256782093046574,1.4028514072303377,1.4116309058438947,converged
12,69,0.9542616019847853,1.2134357894897698,1.17345715932967,converged
13,37,1.3727721247173117,1.4688724515504714,1.5081251151008406,converged
14,58,1.1533574920943246,1.2981460642988876,1.2825606131761926,converged
15,37,1.3497674275724985,1.456578023437287,1.3870556351306187,converged
16,51,1.1642332598728673,1.2944388750814568,1.3196314201829744,converged
17,42,1.2326390626652295,1.3531476959421322,1.307519739233585,converged
18,46,1.310367884208342,1.387806438493538,1.4843041662135015,converged
19,29,1.3762373148978009,1.368949073759424,1.3951826724903558,converged
