model_num,epochs,train,valid,test,conv_criterion
0,65,2.5568279937333185,2.3793578022304143,2.2591252079712376,converged
1,70,1.1375040670609458,1.1205334451326372,1.5084428801736798,converged
2,56,1.8976079811993776,2.242235465553824,1.7483303521172227,converged
3,77,1.0463775449229824,1.1959951023675417,1.6691918198304194,converged
4,42,2.8303276185028308,2.465994813993118,2.245536070851324,converged
5,35,2.761949834398626,2.265787909957518,2.2141890110378406,converged
6,39,2.77423410155593,2.3931533493651793,1.9305588080543912,converged
7,126,0.6659804060695261,1.3992836352644011,1.7504544356348029,converged
8,14,3.7327880082845275,2.7936312385802706,2.817801656529502,converged
9,71,1.3981020219414708,1.6336735066583392,1.460087642993967,converged
10,42,2.6253888385934263,2.460976895895135,1.7899150222494067,converged
11,99,1.394378107895167,1.8187276882144523,1.3412632012064565,converged
12,112,0.8797265013852604,1.652335800957327,1.6928316135507453,converged
13,93,0.6995762311467519,1.6598029304053168,1.9187521389594457,converged
14,54,2.2948209099283146,2.320472227955196,1.9176613801604674,converged
15,69,2.15027906345111,2.2076743067748046,1.7310421094941135,converged
16,51,2.5229417772194997,2.2364814808567477,2.0252709283836547,converged
17,96,1.0933288088225326,1.5259550536524327,1.8376913149855982,converged
18,92,1.2750172570153984,2.1348988096749952,2.1193561448567793,converged
19,38,2.7472346498961984,2.279685453234645,2.028550308826487,converged
