model_num,epochs,train,valid,test,conv_criterion
0,57,0.9124810152738873,1.1565317756145617,0.9609800578555843,converged
1,86,0.7702801340400747,1.1324572112186841,0.9880537959542998,converged
2,76,0.780961545768012,1.1810359677115376,1.0189183660916503,converged
3,63,0.8156572946664895,1.1467518015209275,1.0111846114115923,converged
4,55,0.9001097731978902,1.2304949789603543,1.1224823809581062,converged
5,55,0.8308845121619395,1.154836350464291,0.898507658905691,converged
6,71,0.825081534758323,1.2348328237093207,0.8816097510980053,converged
7,58,0.7918480264166268,1.1166962504335103,0.997793415697837,converged
8,42,0.8990561334902281,1.2063675135936485,1.0036569155984272,converged
9,81,0.8806570773140122,1.25104982253853,0.7919728936622813,converged
10,86,0.7622274459396935,1.166653190006904,0.8495260715946329,converged
11,75,0.8484844538252557,1.1703021665896531,1.102158743248168,converged
12,58,0.919952363006472,1.2220005727935048,0.876310972060376,converged
13,61,0.9679740474111069,1.2874023567417692,0.8423164246450309,converged
14,45,0.9059022734337222,1.1623132026312843,0.911251803265373,converged
15,113,0.40973744441746124,0.9949252290549493,1.002125336122502,converged
16,80,0.7529931517659529,1.1164227592320144,0.9917809271787742,converged
17,36,0.9691602484683557,1.1823624948738904,1.0967363876287444,converged
18,68,0.8593630304533478,1.1525686925917593,1.046237627530238,converged
19,101,0.4964608452160946,1.060918612785057,0.9030112917618358,converged
