model_num,epochs,train,valid,test,conv_criterion
0,54,0.580608541856568,0.8071622850790928,0.9602430978150142,converged
1,55,0.6889486296676416,0.7958861533607026,1.0663580121333864,converged
2,45,0.7569624856084699,0.753765090830119,0.8615327455084976,converged
3,51,0.6546371591872535,0.8634626832538832,1.038499719441914,converged
4,48,0.6333382533199764,0.8955360453439075,1.0364795867694978,converged
5,58,0.47962583463254,0.7673400996903992,0.8782246840395812,converged
6,49,0.7294800650499143,0.8508535209424548,1.0689440171255118,converged
7,40,0.7412000222392079,0.8837187814884825,0.966073207477748,converged
8,36,0.7881173688027686,0.9063369484998439,1.0348978676462124,converged
9,38,0.7904055871872585,0.8678842795106659,1.0915425480229546,converged
10,89,0.4731252486025556,0.7306713364544978,0.9736131283944259,converged
11,42,0.6363788536038573,0.7946311908826235,0.8744811345550907,converged
12,68,0.4858378392858481,0.7634042148662434,0.8924257829168083,converged
13,75,0.4262583578252446,0.8701511179981525,0.8266410875075689,converged
14,82,0.5621816567294278,0.7253440795156681,0.9429147714251054,converged
15,23,0.8433878041660666,0.7778686674474792,0.9236260681460932,converged
16,56,0.6297510422470899,0.9103452954625713,0.9872082795651557,converged
17,27,0.8128005018084354,0.8656984190041838,1.0255225670611712,converged
18,78,0.3439928556142942,0.8203326305633747,0.8318205146901939,converged
19,61,0.42888471605440004,0.898695917405912,0.8830640019942196,converged
