model_num,epochs,train,valid,test,conv_criterion
0,53,0.515808825988378,0.7260819076415426,1.5759747991149042,converged
1,47,0.5605919391832753,0.7399113902088291,1.33303535018945,converged
2,59,0.5404957705066649,0.8289069279302822,1.5660333673905702,converged
3,40,0.800147675018901,0.8539834496501743,1.2683882442949221,converged
4,51,0.6002122250941255,0.7382129218295445,1.1865229223001228,converged
5,21,1.0474636577516108,0.9117848381939803,1.5042023718644773,converged
6,28,0.9006765713051277,0.9536841568023638,1.4036757753351385,converged
7,43,0.5751447980977515,0.7609030068708182,1.412532582891444,converged
8,31,0.7419512762057162,0.8502065196714936,1.1059219910001938,converged
9,72,0.495403109295906,0.7564455245557958,1.6789907706440441,converged
10,79,0.27229430621156747,0.7481184981139879,1.5683568327768136,converged
11,68,0.3950728702716039,0.8281578321363445,1.423821568363553,converged
12,45,0.637731924348436,0.7773582738473087,1.2547394980755404,converged
13,21,1.1355736478554326,0.9615826665237628,1.5233736606948949,converged
14,52,0.4353270451814688,0.789053804987922,1.2926427466156625,converged
15,45,0.540827299800067,0.7268350027927929,1.3579643513527813,converged
16,39,0.8346548823850716,0.7864903516423011,1.6187157336480298,converged
17,29,0.8780528256112998,0.8487271863851811,1.486190427286606,converged
18,60,0.4083323435609642,0.7421075229429671,1.2255644797723542,converged
19,32,0.913415888762535,0.8417478144997047,1.2763917257324509,converged
