model_num,epochs,train,valid,test,conv_criterion
0,81,0.611261726394316,0.6443266800682367,2.89514398320926,converged
1,88,0.5356337587145675,0.6099359301663495,2.9989531471530513,converged
2,121,0.5292443087523573,0.6088137744433572,2.8736910486086034,converged
3,78,0.5788121128701903,0.7757750078050281,2.960233588561114,converged
4,91,0.5242647317337914,0.6361356226640288,2.845033801541708,converged
5,54,0.644040680226121,0.6680058259904741,2.8011081218825327,converged
6,80,0.6442308083890891,0.7270862169823881,2.806104057468679,converged
7,52,0.7344962358112926,0.7369462421486188,3.1124740281187067,converged
8,63,0.6326958798618277,0.6833953691408964,3.0842211864261055,converged
9,86,0.5922182017252241,0.6532219341601566,2.7077435049349723,converged
10,51,0.7521518124999177,0.8155122819322896,2.708705977619617,converged
11,59,0.7679866219809112,0.6904964000641973,2.984888307322194,converged
12,90,0.5418159605262519,0.6943122643176571,2.8140564257069416,converged
13,53,0.6684748422456138,0.6478386802408175,2.898853558158976,converged
14,44,0.7315812612930982,0.7291523968229007,2.7069081437797005,converged
15,66,0.6605186327621618,0.6979271169451159,2.732826824596559,converged
16,81,0.6305768003022104,0.7045410074262853,2.9247300656322945,converged
17,73,0.5611578905108209,0.640431723453078,2.8723633742910306,converged
18,61,0.5482243785096108,0.6600130855729073,3.01207851340322,converged
19,56,0.7495168597330476,0.7416906762754563,2.7834524785588397,converged
