model_num,epochs,train,valid,test,conv_criterion
0,56,0.5431882742263082,1.0134431866971219,1.2187493987670837,converged
1,50,0.6950826833274004,0.9871859976027498,1.243853604463619,converged
2,66,0.4766779105484659,1.1374331481289863,1.352042043044663,converged
3,34,0.7639958126509202,1.077760377506243,1.376920127499052,converged
4,37,0.6901850109578838,1.1416110788399112,1.1836931045101342,converged
5,44,0.6238009018688905,1.139289753358304,1.2043955933869641,converged
6,52,0.46196575580516536,0.9600253993670067,1.2769720627888619,converged
7,49,0.5052757891407507,1.0066180526902786,1.1333681347399631,converged
8,69,0.4523508607955753,0.8541751385672849,1.2114407831161345,converged
9,50,0.5070371056968964,1.0386002529736635,1.318611842274813,converged
10,53,0.6412121556460414,1.0627240552966395,1.066246573570239,converged
11,59,0.5029619872924844,1.0390134364928345,1.2726289581503218,converged
12,45,0.794262343753292,1.0517542948362404,1.3887911660994607,converged
13,48,0.5862038808262988,0.9678389328121215,1.1116522941560776,converged
14,73,0.3079117920306801,1.0396791926371463,1.219749666657532,converged
15,27,0.8059110391459183,1.0620715567045542,1.2297374743842138,converged
16,85,0.43308207904598733,0.9131285176110688,1.2051648026408734,converged
17,47,0.5799693920139687,0.9845566573135092,1.198905014389336,converged
18,42,0.7745671433929721,1.1218930059357224,1.2956700675263042,converged
19,67,0.3111971241087678,0.8941331474141947,1.2540822813730237,converged
