model_num,epochs,train,valid,test,conv_criterion
0,105,1.294380140403867,1.8377779457456525,1.679840616593646,converged
1,104,0.9755306153634906,1.363544109569288,1.1892649660566648,converged
2,116,1.7428801491970958,2.232311526758332,1.9326830115680496,converged
3,125,1.0572489370401748,1.735367264710998,1.698122000191528,converged
4,120,1.3360800868643032,1.928116248026546,1.6565020328218765,converged
5,103,1.0668323105079396,1.7079912066286307,1.797114966659509,converged
6,112,0.9365177471889574,1.8850020073739615,1.3234720629974577,converged
7,143,0.7494885742301458,1.4955161841212168,1.446023664011424,converged
8,105,1.067617779044723,1.6999014755451145,1.654071791996568,converged
9,100,0.7870235815328548,1.67668035345101,1.4009027699431262,converged
10,88,1.1708585307676642,1.6952834786005642,1.7688153724954385,converged
11,126,0.8442440988910261,1.8614357306133904,1.335257272904382,converged
12,97,1.1671171962691107,1.7633719776692767,1.3449200650388036,converged
13,116,0.9518969835960089,1.5512741363564857,1.4866728492231212,converged
14,96,1.0715302165155491,1.8377690461380773,1.4360158035412467,converged
15,108,1.0712940128022017,1.4246327637167393,1.3567218527678366,converged
16,103,1.0983212406627414,1.7677075229307817,1.4740037286968186,converged
17,94,1.1201637500639694,1.4172669828252937,1.5420345076019768,converged
18,115,1.5314514377221975,1.7810008225676353,1.7461529803327256,converged
19,90,1.1286103381326298,1.6853545553825993,1.2548220328253428,converged
