model_num,epochs,train,valid,test,conv_criterion
0,58,0.3970947018868035,0.7836768692428994,1.2139030994719775,converged
1,37,0.5228288830020853,0.9180243905559655,1.2582050797944588,converged
2,53,0.3634423196970286,0.8822374170066071,1.091365257565059,converged
3,47,0.4698060958292774,0.8063801371416544,1.2286026722452272,converged
4,56,0.36723647499716106,0.8353436818573376,1.0858476651850066,converged
5,68,0.3324766560520156,0.7898084961195116,1.2721699813910867,converged
6,43,0.5007462651723573,0.9930398516609366,1.0153807578434055,converged
7,52,0.4359313060378259,0.8557210254311034,1.1502513228275786,converged
8,69,0.4182284362828537,0.8760097350165091,1.0454740751721594,converged
9,47,0.5033154002298492,0.9467919032744467,1.223861034750705,converged
10,65,0.3355250509283566,0.8441424194027519,1.1774928015672053,converged
11,51,0.3987014976750713,1.113488424927714,1.2498337918186437,converged
12,46,0.4770010817370257,0.9788511533010964,1.13427635110892,converged
13,56,0.46806022871267744,1.0229155999713675,1.1684284375568623,converged
14,36,0.5578336695935223,0.9227815440411204,1.1876039715696305,converged
15,42,0.5251890440042334,0.9541319409218338,1.1723095199754394,converged
16,52,0.5027821154326277,0.9830964278289478,1.1840585476674843,converged
17,49,0.4199883504247774,0.8402017209269022,1.2722954483012692,converged
18,76,0.37292473363993345,0.9244630292852749,1.2103686544296617,converged
19,72,0.31622903338475694,0.983992091191241,1.0370267371865596,converged
