model_num,epochs,train,valid,test,conv_criterion
0,41,1.2241935962165054,1.5032250051136156,1.2740449180752018,converged
1,73,1.1453839987128702,1.3686392399954392,1.0297307084601883,converged
2,49,1.2089695674999466,1.497803982087891,1.1953922364844431,converged
3,66,1.0794922159207327,1.388450451505509,1.0591468784284535,converged
4,54,1.0812190898325904,1.3037282524736167,1.2329660192634453,converged
5,96,0.8857249526718082,1.2826824628646905,1.0800461484202022,converged
6,74,1.0648774796506224,1.3120590399920633,1.2479944591392937,converged
7,79,1.0534931029083299,1.264379035312244,1.0800146273265494,converged
8,40,1.281535843865852,1.4780441588797228,1.224674310271381,converged
9,76,0.8827671753368583,1.1936837479753768,1.036027926270428,converged
10,25,1.3676638530290668,1.5705877804451296,1.226531300670483,converged
11,135,0.6856805394660324,1.1045854133862607,1.048802437917657,converged
12,122,1.0717031092399318,1.1193215103146887,1.731685315643077,converged
13,111,0.8352873344460509,1.1886897206543332,1.027769202678496,converged
14,65,1.1435392071314179,1.3045131108200587,1.2621300970141291,converged
15,62,1.0788321485317631,1.3018077287144776,1.014572413611032,converged
16,64,1.0128331399701247,1.3619701083875915,1.1961099584334727,converged
17,155,0.6789387304496112,1.0463032204843739,1.0084417014813238,converged
18,57,1.066418823553664,1.4037378251703883,1.1786399257421152,converged
19,40,1.338311022527421,1.537883885775752,1.2789346074241774,converged
