settings,TIP3P,CHA-GB,ZAP9,mbondi,AASC,IGB5,ML alone
feats-node_z-hy-ar-de-nh-edges-var_bonds-implicit_h_True/ep_1000-over_1_0-opat_20-del_0_01-cpat_100-iter_20/,393.15 ± 139.37,307.40 ± 92.96,390.65 ± 117.07,245.35 ± 75.34,222.80 ± 56.40,214.30 ± 58.96,530.60 ± 131.94
