model_num,epochs,train,valid,test,conv_criterion
0,48,0.862642711507783,1.3038941828021358,1.1075109353007122,converged
1,79,0.6663206391999569,1.074848095450113,1.0007943582085268,converged
2,68,0.8646106394152443,1.1751979249396225,1.2864014537486277,converged
3,58,0.9489098406416999,1.2251212573063994,1.1552360523346683,converged
4,72,0.796394860925684,1.1305011410396912,1.0107156121922505,converged
5,132,0.44890733867480426,0.9340089467700381,1.1544151217360883,converged
6,77,0.7717797204094106,1.0967484344941285,1.1842405614154243,converged
7,70,0.7311460663914813,1.0857106477354372,1.0707440801662824,converged
8,44,0.9808573596018989,1.1998067404090622,1.1528243596319894,converged
9,81,0.5478501530452758,1.066891677384222,0.9036060273018877,converged
10,81,0.7843277093198787,1.1051160405697296,1.209053694590999,converged
11,52,0.965740332392935,1.0467206535640738,1.4272518107038878,converged
12,80,0.6914513237842922,1.2471237810798852,1.1123096474223453,converged
13,86,0.7620959938526464,1.1958213577910013,1.2771994514077023,converged
14,70,0.7232001233079856,1.265061205671025,1.0740143372938433,converged
15,78,0.6631115944410795,1.1656063505632956,1.2505069412523087,converged
16,91,0.5773015414625603,0.9701350912607669,1.4074997891320726,converged
17,74,0.7552870918760352,1.158988675330709,1.2145816065593942,converged
18,125,0.5711881336810369,1.119404758317153,0.902049450842442,converged
19,94,0.3805456804560489,1.2078217467367205,1.102969623135916,converged
