settings,TIP3P,CHA-GB,ZAP9,mbondi,AASC,IGB5,ML alone
feats-node_z-hy-ar-de-nh-edges-var_bonds-implicit_h_True/ep_1000-over_1_0-opat_20-del_0_01-cpat_100-iter_20/,249.05 ± 65.56,297.75 ± 83.78,349.30 ± 125.34,291.00 ± 137.61,219.90 ± 61.63,157.30 ± 51.50,167.40 ± 69.68
