model_num,epochs,train,valid,test,conv_criterion
0,46,0.5238065249322754,1.0400213919154828,0.910896364108662,converged
1,32,0.7649714118090866,1.1065121811197456,0.9156121292441477,converged
2,58,0.3703861694569264,0.9370037145608365,0.9869211974745438,converged
3,61,0.5227787923454279,1.0357344272109497,1.0923983259411647,converged
4,65,0.5175605309597563,1.043794960533143,0.8862780064222147,converged
5,78,0.5371067755774125,1.026959536409265,1.1086197279331627,converged
6,89,0.20169254884535592,0.882657922149656,0.7215243556980249,converged
7,68,0.40931905525369466,0.9913340606540723,0.9651291410478491,converged
8,52,0.44585122735525307,0.9145421582669674,0.8973167584706356,converged
9,54,0.47796130789866026,1.024958038140988,0.993839696656587,converged
10,37,0.6905018712156061,1.058618039284483,1.075418429828873,converged
11,49,0.5009720369515056,1.040186038411643,0.8570594947067451,converged
12,44,0.6229584392645804,1.0349622178814146,1.0282850687401803,converged
13,54,0.4292283697261119,1.0160961450324206,0.8533732881193775,converged
14,66,0.2800517792477023,0.9349730594345949,1.0479928235070421,converged
15,82,0.32824923219627783,0.9482738508632078,1.0212664091026136,converged
16,39,0.610779340780032,1.0055695853694995,0.9524284410557086,converged
17,87,0.29566981451172725,0.8486562038256404,0.8567069835071637,converged
18,49,0.5199390803811695,0.958544330663261,0.8058177276755658,converged
19,57,0.5253954817467898,0.9814444148820278,0.9602235705041857,converged
