settings,TIP3P,CHA-GB,GBNSR6 (ZAP9),GBSNR6 (mbondi),AASC,IGB5,ML alone
feats-node_z-hy-ar-de-nh-edges-var_bonds-implicit_h_True/ep_1000-over_1_0-opat_20-del_0_01-cpat_100-iter_20/,295.65 ± 78.12,201.10 ± 53.96,349.40 ± 123.34,214.60 ± 76.36,210.20 ± 61.44,212.00 ± 72.61,501.60 ± 114.82
