settings,TIP3P,CHA-GB,GBNSR6 (ZAP9),GBSNR6 (mbondi),AASC,IGB5,ML alone
feats-node_z-hy-ar-de-nh-edges-var_bonds-implicit_h_True/ep_1000-over_1_0-opat_20-del_0_01-cpat_100-iter_20/,238.90 ± 51.68,271.05 ± 79.77,329.45 ± 122.86,236.35 ± 73.51,176.40 ± 52.61,157.50 ± 44.99,192.90 ± 108.59
