model_num,epochs,train,valid,test,conv_criterion
0,57,0.41495535893992097,0.8140207529283849,1.0400239025870222,converged
1,59,0.40238945409557464,0.6824605595254891,0.9934809610386611,converged
2,79,0.2554344824779104,0.7603068890930667,1.3321158296219262,converged
3,72,0.2597957787386245,0.8082747610397338,1.2382502017038208,converged
4,107,0.15720207745963868,0.7612400574860597,1.237718836094523,converged
5,49,0.49904281271309514,0.8744794181541222,1.036266917457819,converged
6,54,0.4867744431995229,0.6966054201741378,1.0567658925863583,converged
7,42,0.6617044953237015,0.8117919031969036,1.0181672804253825,converged
8,54,0.5576809770043487,0.9978548740788515,1.1580587848581938,converged
9,40,0.650515788988361,0.8931744232018349,0.9648925579828442,converged
10,41,0.6426531953590532,0.8358413682593951,1.0030144452705432,converged
11,37,0.7067542629424474,0.8278006433758869,0.9192024248619785,converged
12,64,0.4891218349827039,0.8518828709870321,1.039709205468307,converged
13,62,0.5239326605951199,0.877391761090437,0.8997986150529836,converged
14,41,0.6337920970204766,0.8401219555699414,1.1552395263052881,converged
15,46,0.5398229306859268,0.7618295816449492,1.0559709979310075,converged
16,63,0.46339900315213234,0.7537687365846124,0.9454175444110414,converged
17,46,0.5766099713766929,0.8440969979861087,0.9419499748520823,converged
18,46,0.5224860931177399,0.7879544514128471,0.8743797837917625,converged
19,60,0.5072054843063855,0.8241853228992361,0.8467139772941059,converged
