model_num,epochs,train,valid,test,conv_criterion
0,91,1.1784693267492254,1.2102339722877404,7.028064024432515,converged
1,136,0.5254710844125423,0.8604032184206487,6.606730689808034,converged
2,77,1.049126569130987,1.167885287044561,6.911666672579262,converged
3,96,0.7607601410625274,1.2162646714788092,7.076978102042879,converged
4,134,0.719437578688112,1.0004401478438283,6.269655960491127,converged
5,121,0.6098509409582294,1.013166823052701,6.399249870293205,converged
6,128,0.6120366520399251,1.0118045993359694,6.981029718713813,converged
7,115,0.6563576203825005,0.9208122844527632,6.746098194619731,converged
8,91,0.7901913275584389,0.8999989488850628,7.6383864766345,converged
9,84,0.6747856616169845,0.9815433581209295,6.752878595441126,converged
10,168,0.5170425798614711,0.9513471247483254,6.348833609296576,converged
11,106,0.48736699376334924,0.9277346276961743,7.325081450596712,converged
12,125,0.48010896922655005,0.9069875266734289,6.151800104214668,converged
13,93,0.4785685174348385,0.9007213443186959,6.691546245767771,converged
14,124,0.5198022537125139,0.8568406351662685,6.686698508408486,converged
15,106,0.5829246108904284,0.9288794494350403,6.6144324729490656,converged
16,81,0.6098847185726594,0.9281671299381358,6.434817357348674,converged
17,144,0.628931211207677,0.9526241731652868,6.447783316041345,converged
18,109,0.5951773927670329,0.9481023347222063,6.709927893213667,converged
19,138,0.5114616790549534,0.6814372128180238,6.276778869502399,converged
