model_num,epochs,train,valid,test,conv_criterion
0,41,0.6523755757982111,0.9136519039166882,1.074575252604249,converged
1,73,0.4021285129320756,0.8485552446396156,0.9433055376075888,converged
2,43,0.7342747849282545,0.806593244293092,1.159772601894479,converged
3,69,0.46516606283031814,0.8296373047978743,0.9846495098465537,converged
4,31,0.8022982439825488,0.9122357730103796,1.2233844292540927,converged
5,39,0.7784069706453175,0.7723282552327398,1.1711593390937296,converged
6,65,0.44172302887878734,0.662393192858291,0.9904572278456777,converged
7,33,0.7614801544656895,0.8629263433976738,1.2252267894418456,converged
8,38,0.7226359484534557,0.7500271187459042,1.1208342072579853,converged
9,49,0.7641899955320243,0.8260274878602353,1.0828237488388432,converged
10,42,0.6625267405910281,0.8867511443415499,1.1308012201696644,converged
11,47,0.6012585766583132,0.9016629723202745,1.5156541451041463,converged
12,78,0.37533949028638774,0.7339966505028502,1.0723826198361393,converged
13,60,0.5928374881879169,0.7572299914979034,0.9876616180787643,converged
14,51,0.5815824952822339,0.85694363578731,1.2102130717649249,converged
15,48,0.5321250480073644,0.7276689309639641,1.1034124685033746,converged
16,45,0.6942681752003512,0.7687461044774161,1.3179968821970085,converged
17,40,0.6317279909008452,0.7279742883716904,1.220274995884992,converged
18,60,0.4711983991431352,0.7704485195705149,1.037343684273591,converged
19,59,0.524638522256444,0.7854305488618942,1.3397414670052827,converged
