model_num,epochs,train,valid,test,conv_criterion
0,53,0.5973118012417425,0.9530590333580321,1.0818095741378606,converged
1,67,0.38639221093857706,0.7938735014813068,1.1611274752555723,converged
2,47,0.5118220458439177,0.8868077651950796,1.042782617049224,converged
3,25,0.7271870904077997,0.7877275626434432,1.0710936564418447,converged
4,45,0.6135916101642389,0.8136377205539336,1.0295749586389302,converged
5,39,0.7684858697132207,0.9722922312588588,1.0688035017952255,converged
6,48,0.46860315577650674,0.8315398806426809,1.1895419363260462,converged
7,36,0.5858367882233735,0.815006677895079,1.0287298550409565,converged
8,35,0.6814213095415855,0.8809396145385807,1.0885881979468466,converged
9,66,0.45439262290263305,0.9206242448507046,1.1700504038410549,converged
10,44,0.8293043687751674,0.9800510532370497,1.2426065327933955,converged
11,47,0.5915605245272885,0.7232655625751926,1.1085780606039954,converged
12,58,0.6124238008190303,0.9730479143549677,1.2403513154730048,converged
13,28,0.9298952061194274,1.0926903146310898,1.1005248872494569,converged
14,51,0.5749076164464197,0.9288594655250353,1.3836921637048705,converged
15,42,0.7194952593182453,0.9260397258076184,1.1645675512011444,converged
16,49,0.6025387829840807,0.8433221713425997,1.0468581350666222,converged
17,51,0.49644994366019646,0.8693475143499335,1.1167970590058198,converged
18,70,0.3727740267442834,0.7961347857137778,1.08821940689542,converged
19,58,0.4533996315991116,0.8718101244528929,1.177438626432097,converged
