model_num,epochs,train,valid,test,conv_criterion
0,79,1.126002567900367,0.9085894151405004,1.499127762653882,converged
1,23,1.3900134362510586,1.0319001811320965,1.4338094612314918,converged
2,45,1.4005460839263788,1.0340130196865434,1.5069483500231187,converged
3,33,1.3653869615755243,1.0296700271281776,1.4761242753050692,converged
4,51,1.20356212465338,0.93467282102395,1.405859528172862,converged
5,77,1.0871610509371576,0.9277934214584951,1.6468830834190662,converged
6,43,1.3607678944583534,1.0125757300655773,1.4209542121042156,converged
7,88,0.9861443911656056,0.8742342006636555,1.838858807416122,converged
8,49,1.1650678095824376,0.9277221361680484,1.2535016018441716,converged
9,53,1.2390649198030441,0.9366499907705571,1.3783888368185693,converged
10,111,0.6934338529933368,0.8581498501755167,1.3089834467648476,converged
11,74,1.0489451509186654,0.8820834176523776,1.2044092143710765,converged
12,64,1.2137741988161752,0.9545821172929625,1.440098531432358,converged
13,40,1.264545083208764,0.972978388174225,1.4186781105706177,converged
14,76,1.2408410319696883,0.9534649017488569,1.378820326728547,converged
15,41,1.293375418492881,1.0048897893826372,1.3704954169918195,converged
16,75,1.06510046179764,0.946830685603088,1.4129791163441967,converged
17,63,1.2047180406971112,0.9039954474573453,1.4605992868145683,converged
18,74,1.1151703563589808,0.8825988783867308,1.4087548155461798,converged
19,61,1.2160303470949467,0.9869807657744448,1.347254918771296,converged
