model_num,epochs,train,valid,test,conv_criterion
0,37,0.7053915832714087,0.878234543477053,1.0280163054524214,converged
1,81,0.3909350279397787,0.7355992058543079,0.7942315498300315,converged
2,78,0.3387564118702333,0.709802781482837,0.7718203777277002,converged
3,26,0.6933095880759637,0.9187187836157436,0.9133656758638078,converged
4,36,0.667148091902342,0.8480968666169203,0.9458947085954349,converged
5,51,0.3522932602561751,0.7368257502562535,0.7562021465680644,converged
6,56,0.37301996565338796,0.6759864645558257,0.8510076514840688,converged
7,63,0.3958511647385488,0.8821314830324596,0.9477418642606615,converged
8,29,0.7280447249983125,0.8849143543282315,0.9023896681362972,converged
9,48,0.560983164009792,0.8291689779984257,0.9286091466289215,converged
10,41,0.5793803978523141,0.8814577700394159,0.8435376052700531,converged
11,28,0.7184833116547392,0.8633908576146365,0.9943639185557666,converged
12,34,0.75254832060817,0.8878140489504835,0.9233262881122037,converged
13,49,0.6195023235124542,0.8177195654247491,0.902531996955946,converged
14,67,0.46973782020709104,0.7167482598366329,0.8266921968721674,converged
15,37,0.5837136773907693,0.8347959574282746,0.7974857300344579,converged
16,76,0.36487800998380526,0.8833227877623571,0.8420062717851622,converged
17,29,0.8290412733544429,0.9022112087721927,0.916475876369672,converged
18,62,0.4016072391591516,0.7272137230809206,0.786693254341391,converged
19,36,0.723657839826073,0.7623404717766193,0.8221464761920737,converged
