epoch,loss,train,valid,test,final_model,rel_val_overfitting
1,2.482461929321289,1.5945063808793174,1.8291298839195669,1.848120916983884,,0.12827055372223456
2,2.4047657012939454,1.5565797042657765,1.7767875033260463,1.8088507682350872,,0.12393592292159482
3,2.2593326568603516,1.5064715396173707,1.6896250333371639,1.7574388897902564,,0.10839889922679961
4,2.187312698364258,1.4860522266407405,1.6561262594453596,1.737909745256321,,0.10269388087691891
5,2.1220869064331054,1.4760929583099036,1.6322709671847382,1.6897639063789216,,0.09568142300797203
6,2.0162662506103515,1.4287302783261726,1.6058580052017009,1.6461215322591565,,0.11030098944101875
7,1.9308298110961915,1.364171119050035,1.537002243611299,1.5503686343041259,,0.11244689152514481
8,1.8609703063964844,1.334725450707329,1.5445813725622686,1.5093261306179213,,0.13586588934891447
9,1.7212863922119142,1.372350912352447,1.5424031542671282,1.5830330746200751,,0.11025148739110383
10,1.7217124938964843,1.2937647211721988,1.459253005618914,1.4466955416305218,,0.11340616315984664
11,1.603413963317871,1.2486724237745732,1.4621678018376878,1.4006477448078605,,0.14601291164720523
12,1.5111044883728026,1.2966361873950476,1.4682109490691586,1.5231673957467542,,0.11685974810560355
13,1.5979768753051757,1.260781555762289,1.4434638063745049,1.4002422784001733,,0.1265582481566006
14,1.4652076721191407,1.2439986948165846,1.4263579110344367,1.4647098558437117,,0.12784954940629153
15,1.4461165428161622,1.187987596751561,1.3963096268084905,1.3254001018978123,,0.14919472447746843
16,1.3747447967529296,1.1720173106766116,1.3652700208501336,1.3300790592672618,,0.1415490761696989
17,1.3208096504211426,1.1341276331006318,1.3478628828261794,1.2935965409286287,,0.15857343684499317
18,1.2654912948608399,1.1188308631399773,1.3290061723022393,1.3277283151102968,,0.158144720124343
19,1.2122861862182617,1.1116043975413457,1.3143410939731253,1.3724483780274819,,0.1542496824921804
20,1.1634421348571777,1.079740245543153,1.369251239190592,1.3408048259443388,,0.2114374523543087
21,1.0828984260559082,1.0290057172334366,1.2951117417610216,1.3724766001887898,,0.20546954826133282
22,1.0477130889892579,1.0095438631544302,1.2968331162461604,1.4014706480170973,,0.22153139790517032
23,1.0321983337402343,1.010535672609034,1.3087865452181358,1.3629037504261898,,0.22788351064488688
24,1.0250978469848633,0.990137934447963,1.275867408541303,1.354071587883869,,0.22394919109973507
25,0.9421191215515137,0.9660041268570736,1.2495971642860186,1.4031021142629942,,0.22694756801163307
26,0.9191082954406739,0.9603930048887489,1.329520110778279,1.4039656017344975,,0.2776393549048681
27,0.8645621299743652,0.9231175947489871,1.2482638464843843,1.4061035473069627,,0.2604787863168035
28,0.8140494346618652,0.8771150313968863,1.2630685101209742,1.3993801651877391,,0.30556812685253476
29,0.8182928085327148,0.8613118441510678,1.2568149943615958,1.344541191629722,,0.3146868488877517
30,0.7589463233947754,0.8541247609329495,1.2906898722607807,1.3517141341349723,,0.33824168044577657
31,0.7636377334594726,0.8374535668130598,1.2698384223592583,1.3286767683543055,,0.34050383728574063
32,0.7161970138549805,0.8971388510694811,1.3199054283832843,1.38421009709397,,0.32030065807944913
33,0.6935006141662597,0.7940285068695165,1.1946395453929348,1.332388165763786,,0.3353405134363364
