model_num,epochs,train,valid,test,conv_criterion
0,79,0.5818113045604235,0.7145755262532048,3.1171308725453266,converged
1,89,0.5995483138797157,0.6933037253709202,3.2986575276671544,converged
2,99,0.45191841304566266,0.7167623784144345,2.7692609475912815,converged
3,111,0.39703069028201904,0.7003681132911107,3.1725014267848968,converged
4,110,0.5595823083281569,0.7266305157719427,2.928783247624143,converged
5,77,0.7122369891856175,0.7715384807316552,3.3634128518559225,converged
6,68,0.700100423161575,0.7707925185417205,3.366599001147785,converged
7,89,0.8746588857048342,0.7200193383157093,2.8572328004180285,converged
8,55,0.7779419254270747,0.770147639475398,2.9208058800120402,converged
9,80,0.5307561798270641,0.6868772764545169,3.2068564443913754,converged
10,72,0.6837046483650441,0.7983886599132978,3.1350669120167356,converged
11,78,0.6974091741669002,0.7625792080109522,3.382576424756628,converged
12,80,0.6681285744514665,0.7892464553485293,3.4723152596161726,converged
13,55,0.9191506037266275,0.8646472929171349,2.9945285337654215,converged
14,110,0.48665346461181186,0.7206554242854459,3.144005658250027,converged
15,105,0.583912412016254,0.6489497312159594,3.416422849459698,converged
16,91,0.45737949906604786,0.7281629933105356,3.552245937849911,converged
17,80,0.5609339741416901,0.7144539037210013,3.373792795614106,converged
18,112,0.49648910567162685,0.6392311255860266,3.293018754496226,converged
19,65,1.0154936127235588,0.8346319175054855,3.0908924210782542,converged
