epoch,loss,train,valid,test,final_model,rel_val_overfitting
1,9.387088012695312,2.755008342424944,2.6939402063405877,4.56850444224053,,-0.022668705096209423
2,7.200184631347656,2.4535981783020206,2.3849266722269467,4.238588855111463,,-0.02879396959024797
3,5.72967529296875,2.2299991636455108,2.0949326267882147,3.9618407901007777,,-0.06447297403753238
4,4.82691535949707,2.105658822197814,1.988053444383356,3.754969676182082,,-0.05915604439443836
5,4.428395843505859,2.081364166437874,1.9746858816608672,3.668512999989754,,-0.05402291360248234
6,4.220183944702148,2.080855589139759,1.9667284875987785,3.645202846344039,,-0.05802890549489149
7,4.113356018066407,2.0782775033527794,1.9570548786906379,3.6362393836597797,,-0.06194135176385302
8,4.1026256561279295,2.0749155998792235,1.9511540361382307,3.6282088831741164,,-0.06342992990237949
9,4.025825881958008,2.0648531401662367,1.9435564051561032,3.6239339649200772,,-0.06240968087591527
10,4.013022994995117,2.055063902582067,1.9317684706758078,3.6185720750948347,,-0.06382516009443182
11,3.960519027709961,2.045499650052137,1.9206871521441709,3.6143075146611103,,-0.06498325235769443
12,3.864835739135742,2.031113035301034,1.9115453500349597,3.615972273453247,,-0.0625502739256945
13,3.8714012145996093,2.0202857071478015,1.898461667969309,3.6319868702118536,,-0.06416987039238026
14,3.803034210205078,2.0156440427223563,1.8872143037330213,3.6460265736080864,,-0.0680525464094318
15,3.839501953125,2.015088142325165,1.8860354303142677,3.6470950185635354,,-0.0684253911335024
16,3.807442855834961,2.012974752223816,1.8833392776248143,3.6485611070378483,,-0.06883277810809119
17,3.808331298828125,2.0073824124445383,1.8748669919716208,3.6428928654110706,,-0.07067990478277265
18,3.817538833618164,2.001465185808216,1.8751290874770232,3.641790611546746,,-0.06737461392654163
19,3.8145069122314452,1.9980852433008816,1.877657842301864,3.648872953011916,,-0.06413703193728996
20,3.6674427032470702,1.9902333541248716,1.875302445487386,3.646490066834036,,-0.06128659881719263
21,3.7410228729248045,1.9820648253036715,1.8655250271587198,3.6534792060423364,,-0.062470241057257264
22,3.7302871704101563,1.9765122120095187,1.8543336852448002,3.6605961526117095,,-0.06588810187557424
23,3.6355037689208984,1.9694797738778174,1.8445319875296118,3.660074188132677,,-0.06773956060016535
24,3.711492156982422,1.9561207972912513,1.8264170914567377,3.6526719942600776,,-0.07101538112034576
25,3.7125762939453124,1.93823346925555,1.7990660092583848,3.6350097417112606,,-0.0773553940105473
26,3.553448486328125,1.9212324263159664,1.7729898630065697,3.6092984170004994,,-0.08361162486175329
27,3.47518310546875,1.9129642671020552,1.75876325063574,3.5989072792641013,,-0.08767582357123746
28,3.4848358154296877,1.9035348717953313,1.739924774301282,3.5897930887586456,,-0.09403285700081589
29,3.458159637451172,1.900063829818503,1.7273773025576065,3.5846334523035894,,-0.09997035795550387
30,3.3010231018066407,1.892118806153657,1.713904910211127,3.5633075043132543,,-0.10398120390505017
31,3.383592987060547,1.8754585242035657,1.7033069356345356,3.536639754569535,,-0.10106903516182668
32,3.298116683959961,1.860488859094352,1.6895671063889246,3.5307711808174553,,-0.101163044698908
33,3.244651031494141,1.8607161583247716,1.6932927368583492,3.5285139354043684,,-0.09887446973702335
34,3.3232795715332033,1.8504425315329622,1.6851499244034172,3.5384550285304885,,-0.09808777529872457
35,3.2289989471435545,1.8365929966127628,1.6790349029674594,3.5380339999817303,,-0.09383848624399736
36,3.326668930053711,1.8240110360807869,1.682941638924995,3.5289121840568667,,-0.08382310704838355
37,3.2653427124023438,1.811219578384629,1.6881046142570841,3.5490014599774486,,-0.07293088537746008
38,3.2764076232910155,1.8029691630157825,1.683375274199288,3.5033833714264095,,-0.07104410445459367
39,3.1410877227783205,1.799931744391721,1.6715842812956851,3.463714257627981,,-0.0767819274996716
40,3.201856994628906,1.795512683086925,1.6687999580311172,3.4475248339381186,,-0.07593044597466668
41,3.2082748413085938,1.7759726041588866,1.6620730885873085,3.460879218662713,,-0.06852858418421769
42,3.0166934967041015,1.7427465133066504,1.6378924337808733,3.4866713322681044,,-0.06401768355674879
43,3.047943115234375,1.7219242774543446,1.620859377903278,3.5006590261748713,,-0.06235266361095604
44,2.9438364028930666,1.7002737614183632,1.601692823884216,3.510258047219563,,-0.0615479672906828
45,2.9017803192138674,1.6851411555019464,1.5950060385064169,3.524190236803337,,-0.0565108311940519
46,2.8882179260253906,1.6722083766239026,1.5888090290124595,3.5288107422139436,,-0.052491738206750314
47,2.891126251220703,1.6643195695038866,1.580057937206472,3.537900048262216,,-0.05332819152593123
48,2.8098854064941405,1.655309903648022,1.564433709082301,3.513883708580738,,-0.05808887525124292
49,2.7419504165649413,1.6513908390755032,1.5417124956184058,3.4813035851475918,,-0.0711405944810116
50,2.7150314331054686,1.6465855067006807,1.5468397880595754,3.457963482745832,,-0.0644835485944092
51,2.7323822021484374,1.6337622902111102,1.5488987335293738,3.4651019163529027,,-0.05478960944616656
52,2.728652000427246,1.6240834163061713,1.5371455627687405,3.4458172646551644,,-0.056557983604907526
53,2.568029594421387,1.616634078986779,1.5227051561683873,3.406681625498589,,-0.06168556167153653
54,2.6707271575927733,1.6066971426858432,1.5140791981989856,3.3843999762321766,,-0.061171135959748775
55,2.5226964950561523,1.599640356555248,1.5165174404333956,3.3801338684370097,,-0.054811711296968095
